artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,release_date,artist_id,genres,release_year,region,era
2Pac,Runnin' (Dying To Live),Runnin' (Dying To Live),1ZlVEstPFrKs3alKIejN6I,0.545,0.796,10,-2.762,0,0.406,0.000287,0.165,0.629,166.122,231987,4,55,2003-09-30,1ZwdS5xdxEREPySFridCfh,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2003,West,00s
Ludacris,Chicken - N - Beer,Stand Up,2CtCwQhY0ZLvr8L2l8Bo6e,0.751,0.84,6,-4.855,1,0.349,0.0,0.0916,0.801,99.057,213760,4,57,2003-01-01,3ipn9JLAPI5GUEo4y4jcoi,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2003,South,00s
Missy Elliott,This Is Not a Test!,Bomb Intro / Pass That Dutch,1MaI6NwdrqnE3mRzOYTpoo,0.899,0.645,10,-11.621,0,0.271,0.101,0.358,0.348,110.895,217200,4,55,2003-11-01,2wIVse2owClT7go1WT98tk,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2003,East,00s
50 Cent,Get Rich Or Die Tryin',P.I.M.P.,2D1hlMwWWXpkc3CZJ5U351,0.7,0.758,10,-3.012,0,0.342,1.3e-05,0.0401,0.889,78.693,249467,4,79,2003-02-06,3q7HBObVc0L8jNeTe5Gofh,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2003,East,00s
G-Unit,Beg For Mercy,Smile,2hzKxuc2LwqMnkoVRMkV0B,0.779,0.51,8,-3.629,0,0.252,0.0,0.0865,0.591,90.025,218000,4,73,2003-01-01,6evKD5JWJON3qPBJtUEmtY,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop']",2003,East,00s
Chingy,Jackpot,Holidae In,0FmCLEHfINGqwlyzvklNqy,0.81,0.791,7,-5.909,1,0.181,0.0,0.0838,0.948,153.067,314400,4,66,2003-01-01,3s2wTjWxK8NOX09dmsvVOh,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'southern hip hop']",2003,South,00s
Lil' Kim,La Bella Mafia,Magic Stick,0aULRU35N9kTj6O1xMULRR,0.849,0.499,2,-7.872,1,0.271,4.97e-05,0.268,0.504,92.982,359973,4,57,2003-03-03,5tth2a3v0sWwV1C7bApBdX,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",2003,East,00s
David Banner,Mississippi: The Album,Like A Pimp,0DW5anNzTO7h0OlKqFsVQ6,0.844,0.846,7,-5.167,1,0.176,0.0,0.0784,0.91,144.079,254707,4,54,2003-05-20,7jFaoqWPhYLrKzjzlpXmUO,"['conscious hip hop', 'crunk', 'dirty south rap', 'mississippi hip hop', 'southern hip hop']",2003,South,00s
Lil Wyte,Doubt Me Now,Oxy Cotton,5PtMwNq8Dp31uYdGGacVJE,0.816,0.578,9,-6.912,1,0.233,0.0,0.114,0.265,148.077,193920,4,53,2003-03-04,21O7WwRkik43ErKppxDKJq,"['country rap', 'crunk', 'dirty south rap', 'memphis hip hop']",2003,South,00s
50 Cent,Get Rich Or Die Tryin',If I Can't,7JeKXMQKm6GoLGTkNy2jZ0,0.892,0.631,11,-2.522,0,0.302,0.0,0.0235,0.838,93.975,196640,4,79,2003-02-06,3q7HBObVc0L8jNeTe5Gofh,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2003,East,00s
G-Unit,Beg For Mercy,Stunt 101,6QdVBqkKNUqCqercvUHMkP,0.675,0.779,6,-1.439,0,0.402,0.0,0.0656,0.553,95.739,232227,4,73,2003-01-01,6evKD5JWJON3qPBJtUEmtY,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop']",2003,East,00s
Lil' Kim,La Bella Mafia,The Jump Off,6UZS3KgNc0NF13bbtQTzD6,0.837,0.736,10,-8.367,0,0.378,0.0,0.0549,0.905,104.907,234093,4,57,2003-03-03,5tth2a3v0sWwV1C7bApBdX,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",2003,East,00s
The Diplomats,Diplomatic Immunity,Dipset Anthem,3rvM0obwHthpskrZKQxYLa,0.699,0.696,0,-5.745,1,0.191,0.0,0.211,0.428,83.596,249040,4,57,2003-03-25,0P8YNJXX7QeQ8iZIUCXJgi,"['hardcore hip hop', 'harlem hip hop', 'southern hip hop']",2003,East,00s
Bubba Sparxxx,Deliverance,Deliverance,70RMVzexrIvYJiFEnuGymb,0.463,0.813,7,-7.219,1,0.244,1.31e-06,0.0649,0.695,93.331,306813,4,51,2003-01-01,3RPYHNSwe3w0mtfJwKIN9P,"['atl hip hop', 'country rap', 'dirty south rap', 'redneck', 'southern hip hop']",2003,South,00s
DMX,Grand Champ,Get It On The Floor,094MWdspdy9amhOi8TFlIN,0.812,0.794,1,-3.075,1,0.155,0.0,0.131,0.572,94.198,262133,4,66,2003-01-01,1HwM5zlC5qNWhJtM00yXzG,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",2003,East,00s
Too short,Married To The Game,Shake That Monkey (feat. Lil' Jon & The EastSide Boyz),3XabgBQYC7H80agKcAq83Y,0.937,0.695,0,-6.932,1,0.134,3.19e-05,0.295,0.457,99.997,278707,4,51,2003-11-04,4sb7rZNN93BSS6Gqgepo4v,"['cali rap', 'gangster rap', 'golden age hip hop', 'hyphy', 'oakland hip hop', 'west coast rap']",2003,West,00s
T.I.,Trap Muzik,24's,3ssz1vdHcaHn6fVtzjP1YD,0.679,0.768,6,-3.985,1,0.136,0.0,0.355,0.735,162.02,261507,4,49,2003-08-18,4OBJLual30L7gRl5UkeRcT,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2003,South,00s
Immortal Technique,Revolutionary Vol. 2,Point Of No Return,3qDpYCA6FoVvODVaZWScXO,0.624,0.836,7,-6.995,0,0.383,0.0,0.294,0.501,86.971,241827,4,57,2003-11-18,7h8ja4JSORo2sXJPmCXRxa,"['conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'harlem hip hop', 'political hip hop']",2003,East,00s
Fabolous,Street Dreams (Bonus Track),"Trade It All, Pt. 2 (feat. P. Diddy & Jagged Edge)",6h7PQQIUQSNSAWqRe98MBU,0.819,0.778,1,-5.839,0,0.21,0.0,0.215,0.779,96.72,275267,4,67,2003-02-01,0YWxKQj2Go9CGHCp77UOyy,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']",2003,Other,00s
Freeway,Philadelphia Freeway,What We Do,5kDkWHFx0AEvJ1Pfm2i0ac,0.569,0.894,9,-4.931,0,0.318,0.0,0.158,0.293,188.892,229107,4,52,2003-01-01,2Jwr7hGoSNK3S3QBxh3T0z,"['battle rap', 'hardcore hip hop', 'philly rap']",2003,East,00s
Brother Ali,Shadows On The Sun,Forest Whitiker,42uXDKUhyAt5Exe1G5pKWJ,0.771,0.513,10,-3.569,0,0.221,0.0,0.0664,0.652,87.021,180067,4,50,2003-05-02,6CsleyOZtyt16saX8WhzDx,"['conscious hip hop', 'minnesota hip hop', 'political hip hop']",2003,Other,00s
Gang Starr,The Ownerz,Skills,18RzOVoUefUG47NviEiX8A,0.868,0.696,5,-4.634,0,0.233,0.0,0.291,0.938,99.643,200933,4,55,2003-01-01,5cMgGlA1xGyeAB2ctYlRdZ,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop']",2003,East,00s
T.I.,Trap Muzik,Rubber Band Man,5Rkbnhwkb6oiqq1HQcXirN,0.601,0.768,8,-5.712,1,0.386,0.0,0.482,0.634,152.45,347507,4,55,2003-08-18,4OBJLual30L7gRl5UkeRcT,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2003,South,00s
Eminem,Recovery,Not Afraid,7Ie9W94M7OjPoZVV216Xus,0.855,0.954,0,-1.19,0,0.264,0.0,0.205,0.668,114.635,248133,5,84,2010-06-18,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",2010,Midwest,00s
Kanye West,My Beautiful Dark Twisted Fantasy,POWER,2gZUPNdnz5Y45eiGxpHGSc,0.542,0.914,0,-4.747,0,0.113,0.0,0.744,0.576,153.993,292093,4,85,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2010,Midwest,00s
Wiz Khalifa,Rolling Papers,Black and Yellow,5A6OHHy73AR5tLxgTc98zz,0.684,0.834,2,-4.524,0,0.0675,0.0,0.271,0.538,164.02,217667,4,75,2011-03-29,137W8MRPWKqSmrBGDBFSop,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2011,East,Current
Rick Ross,Teflon Don,Aston Martin Music,5W7xC99N2Zzfh69r7I7zWK,0.57,0.58,1,-5.547,1,0.21,0.0,0.0498,0.404,171.812,270627,4,66,2010-01-01,1sBkRIssrMs1AbVkOJbc7a,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",2010,South,00s
Waka Flocka Flame,Flockaveli,No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,-6.366,1,0.0391,0.0,0.241,0.361,131.497,263773,4,73,2010-10-01,6f4XkbvYlXMH0QgVRzW0sM,"['atl hip hop', 'dirty south rap', 'rap', 'southern hip hop', 'trap']",2010,South,00s
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Nothin' on You (feat. Bruno Mars),59dLtGBS26x7kc0rHbaPrq,0.688,0.853,10,-5.814,1,0.0493,0.0,0.0862,0.743,103.993,268320,4,75,2010-04-27,5ndkK3dpZLKtBklKjxNQwT,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",2010,South,00s
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Mr. Rager,393MDhe62s8hbH8ETrlxe5,0.671,0.726,7,-8.689,1,0.0272,0.882,0.14,0.581,102.002,294227,4,75,2010-11-09,0fA0VVWsXO9YnASrzqfmYu,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2010,Midwest,00s
Jeremih,All About You,Down On Me,0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2,-7.783,1,0.114,0.0,0.111,0.594,160.041,228453,4,71,2010-01-01,3KV3p5EY4AvKxOlhGHORLg,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2010,South,00s
Eminem,Recovery,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,0.749,0.925,10,-5.034,1,0.227,0.0,0.52,0.641,86.989,263373,4,84,2010-06-18,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",2010,Midwest,00s
Kanye West,My Beautiful Dark Twisted Fantasy,All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,0.531,0.803,1,-3.284,1,0.0717,1.71e-05,0.176,0.221,142.113,299613,4,85,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2010,Midwest,00s
Travie McCoy,Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),2M9ULmQwTaTGmAdXaXpfz5,0.633,0.673,6,-6.403,0,0.258,0.0,0.206,0.659,86.776,211160,4,67,2010-03-09,7o9Nl7K1Al6NNAHX6jn6iG,['pop rap'],2010,Other,00s
Mac Miller,K.I.D.S.,Nikes on My Feet,7cAFB83sEKAmwekVvQtGZj,0.801,0.57,9,-5.103,0,0.265,0.0,0.111,0.565,92.058,164632,4,75,2010-08-13,4LLpKhyESsyAXpc4laK94U,"['hip hop', 'pittsburgh rap', 'rap']",2010,East,00s
Nicki Minaj,Pink Friday,Moment 4 Life,1ia019RqDK2o4QiANR1Dyn,0.475,0.882,11,-3.883,1,0.351,0.0,0.241,0.369,98.001,279307,4,72,2010-01-01,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2010,East,00s
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Erase Me - Main,6XkuklKiHYVTlVvWlTgQYP,0.687,0.631,9,-5.612,1,0.129,0.0,0.108,0.853,186.071,192253,4,75,2010-11-09,0fA0VVWsXO9YnASrzqfmYu,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2010,Midwest,00s
Drake,Thank Me Later,Over,6BdgtqiV3oXNqBikezwdvC,0.35,0.845,7,-5.614,1,0.2,0.0,0.123,0.45,99.643,233560,5,74,2010-01-01,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2010,Other,00s
Lil Wayne,I Am Not A Human Being,Right Above It,1kMuU3TNQvHbqvXCWBodmP,0.376,0.841,3,-4.348,0,0.356,0.0,0.578,0.463,76.052,271947,4,66,2010-01-01,55Aa2cqylxrFIXC767Z865,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2010,South,00s
Kanye West,My Beautiful Dark Twisted Fantasy,Runaway,3DK6m7It6Pw857FcQftMds,0.374,0.568,1,-3.825,0,0.109,0.00219,0.513,0.111,84.733,547733,4,85,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2010,Midwest,00s
Eminem,Recovery,No Love,7bHT9osSq1rwT2yaImzqCi,0.522,0.932,11,-2.87,1,0.255,0.0,0.177,0.33,129.473,299507,4,84,2010-06-18,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",2010,Midwest,00s
Mac Miller,K.I.D.S.,Kool Aid & Frozen Pizza,0SwxuVBPfjqR2kCnpDDnqp,0.66,0.845,11,-4.57,1,0.301,0.0,0.294,0.706,89.769,157540,4,75,2010-08-13,4LLpKhyESsyAXpc4laK94U,"['hip hop', 'pittsburgh rap', 'rap']",2010,East,00s
DJ Khaled,Victory,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",12PNcnMsjsZ3eHm62t8hiy,0.545,0.781,10,-3.616,1,0.185,0.0,0.161,0.277,150.097,232507,4,63,2010-03-02,0QHgL1lAIqAw0HtD7YldmP,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",2010,South,00s
Diddy - Dirty Money,Last Train To Paris,Coming Home,6Iocm6VMu6bVNYwiDoyQFW,0.392,0.839,7,-1.921,1,0.193,0.0,0.3,0.232,168.001,238693,4,64,2010-01-01,2QYEvpsWUOjqaYuxDPTCmV,['pop rap'],2010,Other,00s
T.I.,No Mercy,That's All She Wrote,6XAA7T9VHcqKQSzjmXAJ8o,0.496,0.785,7,-3.472,1,0.306,0.0,0.0941,0.357,170.02,318360,4,63,2010-12-02,4OBJLual30L7gRl5UkeRcT,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2010,South,00s
Ludacris,Battle Of The Sexes (Deluxe),My Chick Bad,3bMNprrp2JDKZsGbiXpsJl,0.624,0.723,1,-6.782,1,0.378,0.0,0.483,0.757,84.789,216933,4,66,2010-01-01,3ipn9JLAPI5GUEo4y4jcoi,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2010,South,00s
Eminem,Recovery,Cinderella Man,4SE4yewyGpOYfxfx59Yjc5,0.679,0.908,8,-3.411,1,0.202,0.0,0.0821,0.687,85.918,279013,4,84,2010-06-18,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",2010,Midwest,00s
Kanye West,My Beautiful Dark Twisted Fantasy,Monster,1ZHYJ2Wwgxes4m8Ba88PeK,0.628,0.692,2,-5.64,1,0.202,0.0129,0.668,0.0963,124.887,378893,5,85,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2010,Midwest,00s
Drake,Thank Me Later,Fancy,3fpTMuD1u3gJlVI4FadVHs,0.53,0.884,0,-5.581,0,0.457,1.98e-06,0.355,0.28,87.194,319387,4,74,2010-01-01,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2010,Other,00s
Nicki Minaj,Pink Friday,Did It On’em,6Slt6WiWnriaqCb8xXb2ZT,0.562,0.414,7,-7.032,1,0.349,0.0,0.204,0.474,155.826,212347,4,72,2010-01-01,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2010,East,00s
Kanye West,My Beautiful Dark Twisted Fantasy,Dark Fantasy,7yNK27ZTpHew0c55VvIJgm,0.599,0.587,5,-5.919,1,0.0423,0.0,0.167,0.373,87.998,280787,4,85,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2010,Midwest,00s
Dr. Dre,Kush,Kush - Main,1U8Ho1nOzKXYDvfigOuHG4,0.444,0.866,7,-6.217,1,0.111,4.72e-05,0.105,0.375,94.968,235120,4,58,2010-11-18,6DPYiyq5kWVQS4RGwxzPC7,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2010,West,00s
Ludacris,Battle Of The Sexes (Deluxe),How Low,1WtTLtofvcjQM3sXSMkDdX,0.785,0.498,1,-6.977,1,0.0533,1.23e-06,0.224,0.418,143.96,201587,4,66,2010-01-01,3ipn9JLAPI5GUEo4y4jcoi,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2010,South,00s
Eminem,Recovery,Space Bound,0sHW1jXe6Sou3437gJQNGA,0.668,0.886,0,-3.474,1,0.117,0.0,0.459,0.503,142.002,278640,4,84,2010-06-18,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",2010,Midwest,00s
Lil Wayne,Rebirth,Drop The World,3e21cX0CVwzkQXiHz7WUQZ,0.663,0.91,1,-1.629,1,0.317,0.0,0.244,0.342,144.993,229227,4,58,2009-01-01,55Aa2cqylxrFIXC767Z865,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2009,South,00s
Waka Flocka Flame,Flockaveli,Hard in Da Paint,3XQY8kDjI8LARMIC9xkxQk,0.611,0.66,11,-5.883,1,0.0839,0.0,0.365,0.583,71.544,246387,4,73,2010-10-01,6f4XkbvYlXMH0QgVRzW0sM,"['atl hip hop', 'dirty south rap', 'rap', 'southern hip hop', 'trap']",2010,South,00s
Drake,Thank Me Later,Up All Night,75L0qdzRnhwV62UXoNq3pE,0.606,0.811,7,-4.667,1,0.278,1.49e-05,0.349,0.276,156.347,234333,4,74,2010-01-01,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2010,Other,00s
Soulja Boy,The DeAndre Way (Deluxe Explicit Version),Pretty Boy Swag,6sQH5GFuqhvemSdP2oOfRi,0.837,0.42,8,-5.158,1,0.0629,0.0,0.356,0.143,123.157,236093,4,57,2010-01-01,6GMYJwaziB4ekv1Y6wCDWS,"['atl hip hop', 'chicago bop', 'dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2010,South,00s
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Mojo So Dope,6hPSal3ragmfUt1I5mKZjn,0.614,0.785,6,-8.224,0,0.0673,0.844,0.348,0.853,180.036,210587,4,75,2010-11-09,0fA0VVWsXO9YnASrzqfmYu,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2010,Midwest,00s
Nicki Minaj,Pink Friday,Roman's Revenge,0eUzRaG60gimqQJ02oSUnH,0.809,0.947,10,-2.868,1,0.311,0.0,0.345,0.443,112.377,276173,4,72,2010-01-01,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2010,East,00s
Lloyd Banks,H.F.M. 2 (Hunger For More 2),"Beamer, Benz, Or Bentley",0cNJ3huiV99wvUN1tmQLTL,0.652,0.671,4,-5.376,0,0.315,2.89e-05,0.598,0.518,159.963,208387,4,54,2010-01-01,3vDUJHQtqT3jFRZ2ECXDTi,"['gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'trap']",2010,East,00s
Drake,Thank Me Later,Miss Me,1U4mweNwisxNj23ffuC9gO,0.426,0.862,2,-5.979,1,0.597,0.0,0.34,0.332,100.3,305520,5,74,2010-01-01,3TVXtAsR1Inumwj472S9r4,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2010,Other,00s
Waka Flocka Flame,Flockaveli,Grove St. Party (feat. Kebo Gotti),2e9EZ2V5QGGZPMJacO3y0Y,0.705,0.702,0,-4.783,0,0.108,0.0,0.364,0.771,140.059,250493,4,73,2010-10-01,6f4XkbvYlXMH0QgVRzW0sM,"['atl hip hop', 'dirty south rap', 'rap', 'southern hip hop', 'trap']",2010,South,00s
Rick Ross,Teflon Don,B.M.F. (Blowin' Money Fast),35QGdv6aFbIaLM0Ozr3rHt,0.72,0.863,2,-4.226,1,0.0562,0.0,0.178,0.363,139.98,250307,4,66,2010-01-01,1sBkRIssrMs1AbVkOJbc7a,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",2010,South,00s
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Marijuana,2GtaNlidzvK3hY78kCdsHa,0.673,0.403,8,-9.809,0,0.0273,0.829,0.272,0.54,140.986,260200,4,75,2010-11-09,0fA0VVWsXO9YnASrzqfmYu,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2010,Midwest,00s
Lil Wayne,I Am Not A Human Being,Bill Gates,610FzmkhFSsORpECZbjT4X,0.564,0.798,7,-5.392,1,0.227,3.44e-05,0.129,0.669,90.67,258787,5,66,2010-01-01,55Aa2cqylxrFIXC767Z865,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2010,South,00s
Chiddy Bang,The Preview,Opposite of Adults,01oPNCtTniFT3YM4K3ksTf,0.674,0.899,9,-5.115,1,0.193,0.0,0.327,0.604,95.999,191600,4,50,2010-09-13,40giwFcTQtv9ezxW8yqxJU,"['indie pop rap', 'philly rap', 'pop rap']",2010,East,00s
Hopsin,Raw,Sag My Pants,2fpzSINgTCbf4sS7LH39G5,0.871,0.567,2,-9.264,1,0.364,0.0,0.0551,0.794,97.422,219089,4,54,2010-11-19,7EWU4FhUJM1sZQgQKdENeT,['conscious hip hop'],2010,Other,00s
J. Dash,Wop (Official Version),Wop (Official Version),3zbnvxvqV5lL4Vq0FznWsX,0.836,0.817,7,-5.672,1,0.0677,0.0,0.114,0.647,112.007,230627,4,47,2010-12-16,6bsEozzA1CHU0TIq2DXDxq,['pop rap'],2010,Other,00s
Eve,Scorpion,Let Me Blow Ya Mind,3RmKpob8xzv1pzHEQrMJah,0.908,0.557,8,-4.243,0,0.107,0.0,0.0709,0.897,90.032,230133,4,73,2001-01-01,4d3yvTptO48nOYTPBcPFZC,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']",2001,East,00s
Fat Joe,Jealous Ones Still Envy (J.O.S.E),What's Luv? (feat. Ja-Rule & Ashanti),2mKouqwAIdQnMP43zxR89r,0.835,0.707,8,-5.074,1,0.0598,2.19e-05,0.108,0.919,93.955,267093,4,68,2001-12-04,3ScY9CQxNLQei8Umvpx5g6,"['bronx hip hop', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",2001,East,00s
Busta Rhymes,Genesis,Break Ya Neck,7gKgd0P3dAAePiSQQBqrlf,0.82,0.809,4,-6.759,0,0.251,0.00175,0.0613,0.737,83.011,231240,4,66,2001-11-07,1YfEcTuGvBQ8xSD1f53UnK,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",2001,East,00s
Missy Elliott,Miss E... So Addictive,Get Ur Freak On,6zsk6uF3MxfIeHPlubKBvR,0.797,0.75,0,-9.369,1,0.247,0.108,0.095,0.74,177.87,211120,4,66,2001-05-14,2wIVse2owClT7go1WT98tk,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2001,East,00s
Diddy,The Saga Continues...,Bad Boy for Life,2eOuL8KesslTLQERQPu11D,0.669,0.829,1,-3.801,1,0.49,0.0,0.241,0.61,118.934,253067,4,62,2001-01-01,59wfkuBoNyhDMQGCljbUbA,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",2001,East,00s
Ja Rule,Pain Is Love,Always On Time,2lXJr5BkUPZpQUV2ZGN1Wv,0.832,0.699,5,-6.322,0,0.209,0.0,0.131,0.853,96.652,245867,4,58,2003-01-01,1J2VVASYAamtQ3Bt8wGgA6,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",2003,East,00s
Eve,Scorpion,Who's That Girl?,3uVE5vLKkigiWBOQEgmdDk,0.77,0.86,6,-3.702,1,0.19,0.000713,0.0682,0.547,96.428,281907,4,73,2001-01-01,4d3yvTptO48nOYTPBcPFZC,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']",2001,East,00s
JAY-Z,The Blueprint (Explicit Version),Heart Of The City (Ain't No Love),6gpZSI0xEMTzleBc5ykOVA,0.606,0.943,6,-3.948,1,0.276,0.0039,0.342,0.802,171.027,223240,4,68,2001-09-11,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2001,East,00s
Ludacris,Word Of Mouf,Area Codes,3lcC9CnN7Rpo1ugATzmYjY,0.86,0.688,9,-7.203,0,0.434,0.0,0.67,0.622,100.934,303027,4,66,2001-01-01,3ipn9JLAPI5GUEo4y4jcoi,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2001,South,00s
Immortal Technique,"Revolutionary, Vol. 1",Dance With The Devil,4LCzEYKPFcd2FCOmZdVDnM,0.636,0.871,1,-5.797,0,0.47,0.0,0.473,0.23,87.45,579293,4,57,2001-09-14,7h8ja4JSORo2sXJPmCXRxa,"['conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'harlem hip hop', 'political hip hop']",2001,East,00s
Dilated Peoples,Expansion Team,Worst Comes To Worst - Edited,7aSnPAggMMgElb6BgXeSEw,0.801,0.74,8,-7.162,0,0.355,0.0,0.369,0.828,92.042,215973,4,53,2001-10-23,56OMwqr8qaLIRH4ZrvvdXq,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'west coast rap']",2001,West,00s
