artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity,release_date,artist_id,genres,release_year,region,era
Ice Cube,Death Certificate,Steady Mobbin',2YuEoMW3fTvIqYdTqYE9dd,0.775,0.693,1,-7.984,1,0.242,0.000993,0.469,0.681,97.9,250040,4,64,1991-10-29,3Mcii5XWf6E0lrY3Uky4cA,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1991,West,90s
Suga Free,The Features V.1,Trouble - Remix,3Gub0jZIcTqyze527YYlb7,0.847,0.617,8,-5.689,1,0.299,0.0,0.148,0.845,92.096,206840,4,41,2006-08-22,7AjokpCIqf0gHMZJlodw2k,"['g funk', 'west coast rap']",2006,West,00s
Tha Dogg Pound,Dogg Food,"New York, New York",10IGu1uM94JXQkEe49Xmev,0.747,0.557,9,-6.083,1,0.274,2.68e-05,0.122,0.692,174.696,290528,4,55,1995-10-31,60CFNa0ggWjV8OSDey8aGT,"['g funk', 'west coast rap']",1995,West,90s
Mack 10,The Recipe,Get Yo Ride On,3vYtQVYdafP2EQyKM142EJ,0.898,0.791,1,-4.688,1,0.219,0.0,0.314,0.766,98.766,217339,4,43,1998-01-01,3USpNaxpX1iNqNnQWqg9ob,"['g funk', 'gangster rap', 'west coast rap']",1998,West,90s
Compton's Most Wanted,Music To Driveby,Hood Took Me Under,6QJOEIPT8g3fjdFxibpy2F,0.774,0.485,1,-10.955,1,0.319,2.31e-06,0.107,0.392,156.001,219267,4,52,1992-09-08,0SAPzv3jNXclYYSHOnJyjg,"['g funk', 'west coast rap']",1992,West,90s
Eazy-E,Eazy-Duz-It,No More ?'s,7y9yjpRtZajYzVpXHRjwGz,0.935,0.805,7,-4.782,1,0.225,1.53e-06,0.298,0.624,105.641,234360,4,70,1988-09-13,7B4hKK0S9QYnaoqa9OuwgX,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1988,West,70s-80s
DJ Quik,Quik Is The Name,Tonite,2hluGQtmPypU3tsQudCQ3U,0.965,0.449,0,-15.225,1,0.236,1.13e-06,0.267,0.723,105.391,323267,4,52,1991-01-01,0b2XeWDPeBiLeskT6RFqMb,"['g funk', 'popping', 'west coast rap']",1991,West,90s
South Central Cartel,South Central Madness,South Central Madness,2hQ07nnXHscMvcJxND5UdR,0.916,0.794,7,-6.897,1,0.259,0.0,0.0909,0.712,111.672,326533,4,32,1991-01-01,492BTrKk9HdCmjgLZ3vjbo,"['chicano rap', 'g funk', 'west coast rap']",1991,West,90s
Tha Eastsidaz,Snoop Dogg Presents Tha Eastsidaz - Clean,G'd Up,6Xjcd435ph7bI81nrxEjJF,0.913,0.644,1,-7.332,1,0.308,0.0,0.0753,0.543,97.745,268293,4,34,2000-02-01,51FyBBOW464toW099BsW8z,"['g funk', 'west coast rap']",2000,West,00s
WC,Guilty By Afilliation,West Coast Voodoo,29Ei7rXdYsNYbSEGjGjAsM,0.766,0.811,11,-4.378,0,0.367,0.0,0.306,0.815,95.68,203267,4,30,2007-01-01,3NgwMzys77S7sgfh2W5k0V,['west coast rap'],2007,West,00s
Too short,Shorty The Pimp,So You Want to Be a Gangster,1ei4Cg4zYN2y17CAvjETSM,0.687,0.373,2,-13.988,1,0.101,0.0117,0.325,0.495,110.504,244507,5,46,1992-07-14,4sb7rZNN93BSS6Gqgepo4v,"['cali rap', 'gangster rap', 'golden age hip hop', 'hyphy', 'oakland hip hop', 'west coast rap']",1992,West,90s
E-40,Loyalty & Betrayal,"Nah, Nah... (feat. Nate Dogg)",0ytR1crCeDa016jH0xPa9o,0.83,0.82,1,-5.827,1,0.326,0.0,0.0777,0.742,99.958,221507,4,38,2000-10-10,3crnzLy8R4lVwaigKEOz7V,"['cali rap', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap']",2000,West,00s
Tha Dogg Pound,Dogg Food,"Ridin', Slipin' and Slidin'",2a9qVlVNA24xlpfEgmYWbh,0.815,0.55,11,-6.587,1,0.228,1.56e-06,0.102,0.453,91.404,241534,4,55,1995-10-31,60CFNa0ggWjV8OSDey8aGT,"['g funk', 'west coast rap']",1995,West,90s
Mack 10,Mack 10,Here Comes The G,0189NSt55rDEbds6EyYuPt,0.775,0.705,6,-6.018,0,0.313,0.0,0.0833,0.642,178.182,251937,4,50,1995-01-01,3USpNaxpX1iNqNnQWqg9ob,"['g funk', 'gangster rap', 'west coast rap']",1995,West,90s
Dr. Dre,2001,Still D.R.E.,503OTo2dSqe7qk76rgsbep,0.816,0.775,11,-3.323,1,0.234,0.00031,0.0543,0.527,93.431,270587,4,86,1999-11-16,6DPYiyq5kWVQS4RGwxzPC7,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",1999,West,90s
Eminem,The Slim Shady LP,My Name Is,75IN3CtuZwTHTnZvYM4qnJ,0.869,0.68,1,-6.233,1,0.318,1.12e-06,0.0914,0.815,85.519,268400,4,75,1999-02-23,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",1999,Midwest,90s
Bone Thugs-N-Harmony,E. 1999 Eternal,Tha Crossroads,5KSJ9k1FYjFLnIRlJT2wF8,0.679,0.509,4,-7.31,1,0.0617,0.0,0.438,0.534,144.29,223547,4,70,1995-07-25,5spEJXLwD1sKUdC2bnOHPg,"['gangster rap', 'hardcore hip hop', 'hip hop', 'ohio hip hop', 'rap']",1995,Midwest,90s
Nelly,Country Grammar,Ride Wit Me,3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,7,-6.49,1,0.0478,1.8e-06,0.244,0.722,101.875,291782,4,75,2000-06-27,2gBjLmx6zQnFGQJCAQpRgw,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2000,Other,00s
Do Or Die,Picture This,Po Pimp,66AMCAjrOk7c957i3ej06f,0.81,0.428,0,-14.248,1,0.272,0.0,0.116,0.649,142.075,234827,4,52,1996-01-01,0u6b6Qa5VJEvr3SgzzeVOB,"['chicago rap', 'gangster rap', 'southern hip hop']",1996,South,90s
Lupe Fiasco,Lupe Fiasco's Food & Liquor,Real (feat. Sarah Green),2FZ4Ac2OfaZWdv1BKibjVR,0.722,0.873,11,-4.343,1,0.0392,1.49e-06,0.0663,0.6,140.698,241467,4,63,2006-06-27,01QTIT5P1pFP3QnnFSdsJf,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",2006,South,00s
Kid Cudi,Indicud,Just What I Am,20bJBbPapGQ4bqs0YcA9xY,0.654,0.95,1,-3.163,1,0.137,0.0,0.406,0.351,140.009,228027,4,66,2013-04-12,0fA0VVWsXO9YnASrzqfmYu,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2013,Midwest,Current
Kanye West,The College Dropout,Through The Wire,4mmkhcEm1Ljy1U9nwtsxUo,0.571,0.739,7,-6.11,1,0.247,5.21e-06,0.158,0.66,83.089,221227,4,82,2004-02-10,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2004,Midwest,00s
Eminem,Curtain Call: The Hits (Deluxe Edition),Lose Yourself,5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2,-4.565,1,0.257,0.000423,0.359,0.0612,171.374,326467,4,78,2005-12-06,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",2005,Midwest,00s
Crucial Conflict,The Final Tic,Hay,56hvN4r1qI7kDW9cw1lVov,0.749,0.733,11,-9.163,0,0.0611,0.0,0.151,0.897,139.935,260240,4,43,1996-01-01,1NMPFAWwsqqy5m8kEQvDl6,"['chicago rap', 'gangster rap', 'southern hip hop']",1996,South,90s
Twista,Kamikaze,Overnight Celebrity,2tOZtdbkAMQASWokLvSlzj,0.828,0.792,10,-5.435,0,0.179,0.0,0.281,0.777,134.199,233360,4,62,2004-01-27,6vbY3hOaCAhC7VjucswgdS,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']",2004,South,00s
D12,Devils Night,Purple Pills,5IweeQZdY5XEzStLzUJG5t,0.78,0.634,1,-5.941,1,0.16,2.98e-05,0.29,0.754,125.25,304507,4,67,2001-01-01,5Qi4Bb7a8C0a00NZcA77L0,"['detroit hip hop', 'gangster rap', 'hip hop']",2001,Midwest,00s
Bad Meets Evil,Hell: The Sequel (Deluxe),Fast Lane,2c5Isyd07hWsl7AQia2Dig,0.615,0.871,1,-3.804,1,0.281,0.0,0.246,0.338,119.149,249560,5,71,2011-01-01,77IURH5NC56Jn09QHi76is,['detroit hip hop'],2011,Midwest,Current
Nelly,Nellyville,Hot In Herre,04KTF78FFg8sOHC1BADqbY,0.956,0.745,11,-4.753,0,0.12,0.0,0.0615,0.912,107.075,228240,4,77,2002-06-25,2gBjLmx6zQnFGQJCAQpRgw,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2002,Other,00s
Common,Be,GO!,4JNTpbntShpUpACDUzwHV5,0.838,0.763,10,-11.132,0,0.227,1.37e-05,0.123,0.544,104.958,224160,4,60,2005-01-01,2GHclqNVjqGuiE5mA7BEoc,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']",2005,Midwest,00s
Eminem,The Marshall Mathers LP,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,5,-4.244,0,0.0572,0.0,0.0454,0.76,104.504,284200,4,87,2000-05-23,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",2000,Midwest,00s
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Mr. Rager,2ncLdwTd8qzkxiJjlbiOgC,0.675,0.734,7,-8.659,1,0.0265,0.895,0.141,0.533,101.998,294213,4,67,2010-01-01,0fA0VVWsXO9YnASrzqfmYu,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2010,Midwest,00s
Da Brat,Unrestricted,What'chu Like (feat. Tyrese),5d8woPn6sHRA6yPnnHnqSt,0.879,0.681,10,-8.951,0,0.24,0.0,0.0669,0.817,99.974,221160,4,50,2000-04-11,2I1bnmb9VQEQGKHxvr0gSf,"['chicago rap', 'contemporary r&b', 'dirty south rap', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",2000,South,00s
Kanye West,Late Registration,Touch The Sky,2dxjKgT0li4qBI3QwuN9Ih,0.552,0.846,9,-4.912,1,0.342,0.0,0.309,0.554,98.56,236600,1,80,2005-08-30,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2005,Midwest,00s
Bone Thugs-N-Harmony,Creepin on Ah Come Up,Thuggish Ruggish Bone,7qHAjAL7CpadaZLamuBZRm,0.683,0.74,11,-6.041,0,0.0462,0.0,0.238,0.65,129.515,281773,4,68,1994-06-21,5spEJXLwD1sKUdC2bnOHPg,"['gangster rap', 'hardcore hip hop', 'hip hop', 'ohio hip hop', 'rap']",1994,Midwest,90s
Common,Like Water For Chocolate,The Light,5NiUrZVKyLpsyj62Roq5FW,0.939,0.727,4,-4.349,0,0.235,0.0,0.0854,0.662,96.968,261693,4,53,2000-01-01,2GHclqNVjqGuiE5mA7BEoc,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']",2000,Midwest,00s
Obie Trice,Cheers,The Setup,6uzesxG4dlBg3faZmzL6Qs,0.908,0.738,1,-4.933,1,0.271,0.0,0.0829,0.79,95.954,193000,4,63,2003-01-01,2XnnxQzxFZG8qEPjakokPM,"['detroit hip hop', 'gangster rap']",2003,Midwest,00s
Slum Village,Detroit Deli (A Taste Of Detroit),Selfish,7sZCAHP2duHwr5M5K7lHsb,0.71,0.597,7,-6.468,1,0.239,0.0,0.432,0.49,95.769,225400,4,55,2004-01-01,1020a42xVklY6c56imNcaa,"['alternative hip hop', 'detroit hip hop', 'hardcore hip hop', 'hip hop']",2004,Midwest,00s
Coo Coo Cal,Disturbed,My Projects,6dJZY47RgBcd7A9pSsWL6S,0.882,0.81,4,-5.957,0,0.22,3.84e-06,0.102,0.79,95.329,225027,4,38,2001-09-18,1nK08sVhhZ5JnkFaRvNrmB,['milwaukee hip hop'],2001,Other,00s
Nelly,Country Grammar,Country Grammar (Hot Shit),3wMUvT6eIw2L5cZFG1yH9j,0.865,0.664,2,-6.822,1,0.108,0.0,0.142,0.565,162.831,287000,4,75,2000-06-27,2gBjLmx6zQnFGQJCAQpRgw,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2000,Other,00s
D12,D-12 World,My Band,4XHQyvbrBsQaaBUW1VvmsL,0.851,0.849,1,-3.383,0,0.0828,2.05e-06,0.116,0.844,120.014,298773,4,70,2004-01-01,5Qi4Bb7a8C0a00NZcA77L0,"['detroit hip hop', 'gangster rap', 'hip hop']",2004,Midwest,00s
Chingy,Jackpot,One Call Away,0UNTBB02C1aB55Fu4H63qd,0.765,0.821,4,-5.926,0,0.183,0.0,0.217,0.962,162.519,276800,4,66,2003-01-01,3s2wTjWxK8NOX09dmsvVOh,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'southern hip hop']",2003,South,00s
Twista,Kamikaze,Slow Jamz (feat. Kanye West & Jamie Foxx),1boHm9rjmvzxpJASd9dnGK,0.561,0.764,2,-6.645,0,0.138,0.0,0.157,0.598,145.158,212147,4,61,2004-01-27,6vbY3hOaCAhC7VjucswgdS,"['chicago rap', 'dirty south rap', 'gangster rap', 'trap']",2004,South,00s
Kid Cudi,Man On The Moon: The End Of Day (Deluxe),Day 'N' Nite (nightmare),5wfllwdjglyQislkskYLBv,0.881,0.441,11,-6.278,0,0.0646,9.08e-06,0.119,0.804,138.014,221240,4,76,2009-01-01,0fA0VVWsXO9YnASrzqfmYu,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",2009,Midwest,00s
St. Lunatics,Free City,Midwest Swing,3NjAxulzcqR9riwzAnoN7p,0.846,0.58,10,-6.533,0,0.0432,4.53e-05,0.285,0.271,94.945,275389,4,43,2001-06-05,6rxiUsSvkn5yTs1kfuV8Le,"['dirty south rap', 'st louis rap']",2001,South,00s
Lupe Fiasco,Lupe Fiasco's Food & Liquor,"Kick, Push",6nz35DNIzbtj5ztpDEcW1j,0.652,0.809,5,-5.276,1,0.17,0.0,0.175,0.512,94.786,254466,4,63,2006-06-27,01QTIT5P1pFP3QnnFSdsJf,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",2006,South,00s
Kanye West,Late Registration,Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,0.629,0.696,1,-5.572,0,0.348,0.0,0.0554,0.623,93.034,207627,4,80,2005-08-30,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2005,Midwest,00s
J-Kwon,Hood Hop,Tipsy - Club Mix,0jSMveIWvnhDIvzqN74Uc7,0.925,0.744,0,-5.79,1,0.367,0.0,0.0888,0.656,93.02,243227,4,59,2004-01-01,1Zz5UxfKSSqc6hpa3xJPCw,"['dirty south rap', 'southern hip hop']",2004,South,00s
Bow Wow,The Price Of Fame,Shortie Like Mine (feat. Chris Brown & Johntá Austin),6oUGAx0vkBcnGzYkvw0ZsA,0.758,0.642,7,-8.128,0,0.221,0.0,0.191,0.701,142.078,268067,4,59,2006-12-18,7352aRY2mqSxBZwzUb6LmA,"['dance pop', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2006,South,00s
MC Breed,The New Breed,Gotta Get Mine,5oqSr3rehtGgZyDh0LCSA7,0.855,0.52,7,-12.07,1,0.268,0.0,0.114,0.402,92.451,264760,4,46,1993-01-01,63727CmmJ8oWFh8eAHvDYq,"['flint hip hop', 'gangster rap']",1993,Midwest,90s
Chingy,Jackpot,Right Thurr,0l3GEbH3CviUytD6iX4wzg,0.866,0.749,2,-3.977,1,0.253,0.0,0.0614,0.891,92.074,250747,4,66,2003-01-01,3s2wTjWxK8NOX09dmsvVOh,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'southern hip hop']",2003,South,00s
Slum Village,"Fantastic, Vol. 2.10",Fall In Love,2KBo6O5rkNdtYT3wYjkEkq,0.796,0.543,1,-7.994,1,0.164,0.00584,0.124,0.784,91.212,235213,4,55,2010-10-12,1020a42xVklY6c56imNcaa,"['alternative hip hop', 'detroit hip hop', 'hardcore hip hop', 'hip hop']",2010,Midwest,00s
Kanye West,The College Dropout,All Falls Down,5SkRLpaGtvYPhw02vZhQQ9,0.657,0.734,8,-4.832,0,0.484,0.0,0.139,0.434,91.03,223507,4,82,2004-02-10,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2004,Midwest,00s
J Dilla,The Shining,So Far to Go,4omO3Xwm4REEK5HGT6e6yY,0.619,0.561,5,-5.351,0,0.0494,6.74e-05,0.304,0.285,90.36,336813,4,54,2006-08-21,0IVcLMMbm05VIjnzPkGCyp,"['alternative hip hop', 'detroit hip hop', 'hip hop', 'instrumental hip hop']",2006,Midwest,00s
Da Brat,ANUTHAFUNKDAFIEDTANTRUM,Da B Side (feat. The Notorious B.I.G.),3VXdEVTbT6SLTrOLEX7MCr,0.849,0.61,8,-10.822,1,0.154,4.76e-06,0.0454,0.566,99.01,223693,4,54,1996-01-01,2I1bnmb9VQEQGKHxvr0gSf,"['chicago rap', 'contemporary r&b', 'dirty south rap', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",1996,South,90s
Nelly,Country Grammar,E.I.,4bUfMNNmiCmPXVyWzIfKeZ,0.834,0.481,2,-7.824,0,0.188,0.0,0.0934,0.406,89.849,285907,4,75,2000-06-27,2gBjLmx6zQnFGQJCAQpRgw,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2000,Other,00s
Pac Div,Church League Champions,Mayor,0RCWpO545M8IHW0juJa2Vq,0.707,0.541,1,-6.433,0,0.316,0.0,0.188,0.217,89.799,265500,4,27,2021-02-09,5504Qqp7s40bqBqzWMEByl,['soul flow'],2021,Other,Current
Lupe Fiasco,Lupe Fiasco's Food & Liquor,Sunshine,7JjIWXd0RopJ8wSMTIsfZr,0.543,0.82,10,-4.559,0,0.269,0.0,0.186,0.563,89.387,235520,4,63,2006-06-27,01QTIT5P1pFP3QnnFSdsJf,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",2006,South,00s
Murphy Lee,Murphy's Law,Shake Ya Tailfeather - Radio Edit,4TJduXYW1Pg96EDNnfiwxJ,0.715,0.733,1,-7.068,1,0.262,0.0,0.157,0.897,87.665,295173,4,59,2003-01-01,78OAtwN3XpjMcjibnF2Kw5,"['contemporary country', 'country', 'country road']",2003,Other,00s
Kanye West,The College Dropout,Jesus Walks,5g1vtHqi9uV7xtYeCcFOBx,0.637,0.834,3,-4.686,0,0.323,0.0,0.317,0.715,87.312,193733,4,82,2004-02-10,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",2004,Midwest,00s
Eminem,The Marshall Mathers LP,The Way I Am,23wfXwnsPZYe5A1xXRHb3J,0.785,0.871,4,-2.692,0,0.265,0.0,0.309,0.315,87.248,290427,4,87,2000-05-23,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",2000,Midwest,00s
Common,Be,Testify,6fo9uskjOIoWXAaUNxN7Bl,0.73,0.566,9,-8.425,1,0.272,0.0,0.337,0.631,87.051,156893,4,60,2005-01-01,2GHclqNVjqGuiE5mA7BEoc,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']",2005,Midwest,00s
Asher Roth,Asleep In The Bread Aisle,I Love College,1akgiRM3mN2nxu2AX6ACCW,0.713,0.826,8,-4.075,1,0.243,0.0,0.421,0.664,86.444,241933,4,54,2009-01-01,1wgY8huggK60P5nvYrwcYT,['indie pop rap'],2009,Other,00s
Bow Wow,Wanted,Like You (feat. Ciara),3jEqrIfwKO0M8ALu3TGilF,0.714,0.6,6,-8.365,1,0.0876,0.0,0.0646,0.504,82.017,205840,4,65,2005-01-01,7352aRY2mqSxBZwzUb6LmA,"['dance pop', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2005,South,00s
Bone Thugs-N-Harmony,E. 1999 Eternal,1st of Tha Month,1dF5Y2dd7Wm4wZKvVjWBpr,0.729,0.581,5,-8.235,0,0.18,3.81e-06,0.696,0.508,74.038,314680,4,70,1995-07-25,5spEJXLwD1sKUdC2bnOHPg,"['gangster rap', 'hardcore hip hop', 'hip hop', 'ohio hip hop', 'rap']",1995,Midwest,90s
Master P,Ghetto D,Make 'Em Say Ugh,0l3wp8iEtN8rgag9eTeorW,0.601,0.73,6,-6.88,0,0.464,0.0,0.229,0.371,83.233,306467,4,56,1997-01-01,7zICaxnDB9ZprDSiFpvbbW,"['dirty south rap', 'gangster rap', 'new orleans rap', 'southern hip hop']",1997,South,90s
Big Tymers,Hood Rich,Still Fly,563vSy3HB5NHxel1VGQCW6,0.675,0.607,11,-3.538,1,0.162,8.97e-06,0.339,0.56,177.928,335613,4,59,2002-01-01,4jWGfUCFeTu5e0wprRhHXR,"['crunk', 'dirty south rap', 'new orleans rap']",2002,South,00s
Three 6 Mafia,Most Known Unknown (Explicit),Stay Fly,5MYFw4T2gy52pOGBN4EYHS,0.789,0.881,11,-5.758,1,0.0331,0.0,0.355,0.647,133.299,236600,4,66,2005-09-27,26s8LSolLfCIY88ysQbIuT,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']",2005,South,00s
8Ball & MJG,Living Legends,You Don't Want Drama,48F4fY1pKOTWN1H8q99dJE,0.777,0.871,7,-5.588,1,0.236,0.0,0.366,0.624,140.098,273973,4,48,2005-10-04,7iUhmKPNkkPPS6FCQxqtNq,"['dirty south rap', 'memphis hip hop']",2005,South,00s
Nappy Roots,"Watermelon, Chicken & Gritz",Awnaw - All Hooks up Version,37RC87Ce8jeeKmnpYNExhP,0.718,0.675,7,-4.085,1,0.265,0.0,0.177,0.702,160.026,239400,4,53,2002-02-26,3tCxM1rTj2qUXsiQZxvt2I,['dirty south rap'],2002,South,00s
UGK,UGK (Underground Kingz),Int'l Players Anthem (I Choose You) (feat. Outkast),4ns1XFP3W5JPyzvnAjMdHD,0.675,0.68,4,-5.01,0,0.256,0.0,0.354,0.845,155.698,259040,4,61,2007-08-07,6ZhjJOJXXwnPS8PrXdmjLw,['dirty south rap'],2007,South,00s
JUVENILE,400 Degreez,Back That Azz Up,6o2g1BJvtYQssH84kBYs7y,0.874,0.714,7,-6.664,1,0.129,0.0,0.0968,0.541,95.826,265600,4,62,1998-01-01,0rG0AZBscc8S8q1ahIsasI,"['bounce', 'crunk', 'dirty south rap', 'new orleans rap', 'southern hip hop', 'trap']",1998,South,90s
Lil' Troy,Sittin' Fat Down South,Wanna Be A Baller,6lEIjrQNwJPecJ7mMXjhjo,0.871,0.648,10,-7.825,0,0.278,0.0,0.2,0.629,92.296,355067,4,61,1998-01-01,12mkoe71zJDWs4j0rCeXGR,['dirty south rap'],1998,South,90s
Slim Thug,Already Platinum,3 Kings,72nHswSA1ycvthWo5XaUHw,0.534,0.676,1,-5.987,1,0.344,0.0,0.136,0.389,75.443,290680,4,48,2005-01-01,0st5vgzw9XkH5ALJiUM1lE,"['crunk', 'dirty south rap']",2005,South,00s
Outkast,Stankonia,Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,4,-5.946,0,0.269,0.0,0.0771,0.613,94.948,270507,4,79,2000-10-31,1G9G7WwrXka3Z1r7aIDjI7,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",2000,South,00s
Soulja Boy,souljaboytellem.com,Crank That (Soulja Boy),66TRwr5uJwPt15mfFkzhbi,0.736,0.74,0,-2.18,1,0.0786,0.0,0.0468,0.803,140.141,221933,4,70,2007-01-01,6GMYJwaziB4ekv1Y6wCDWS,"['atl hip hop', 'chicago bop', 'dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2007,South,00s
Lil Jon & The East Side Boyz,Kings Of Crunk,Get Low,0r2Bul2NuCViraT2zX1l5j,0.521,0.625,1,-7.47,1,0.067,0.0,0.121,0.136,101.019,334067,4,70,2002-10-29,3ciRvbBIVz9fBoPbtSYq4x,"['atl hip hop', 'atlanta bass', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",2002,South,00s
T-Pain,Rappa Ternt Sanga (Expanded Edition),I'm Sprung,0DLOyyQvwPTSDKuhpzMMwA,0.728,0.327,0,-11.596,0,0.0999,0.0,0.103,0.195,100.0,231040,4,68,2005-12-06,3aQeKQSyrW4qWr35idm0cy,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2005,South,00s
Master P,Ice Cream Man,"Bout It, Bout It II",2ohf5urBpT8bieYr8kq3kt,0.484,0.69,6,-6.339,1,0.316,0.0,0.181,0.657,80.862,308973,3,47,1996-01-01,7zICaxnDB9ZprDSiFpvbbW,"['dirty south rap', 'gangster rap', 'new orleans rap', 'southern hip hop']",1996,South,90s
Outkast,Stankonia,"So Fresh, So Clean",6glsMWIMIxQ4BedzLqGVi4,0.725,0.64,5,-7.905,0,0.332,0.0,0.099,0.915,166.028,240027,3,79,2000-10-31,1G9G7WwrXka3Z1r7aIDjI7,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",2000,South,00s
Chamillionaire,The Sound of Revenge,Ridin',3kZoay4ANo86ehb6s4RwS9,0.787,0.799,8,-4.68,0,0.0993,0.0,0.3,0.835,143.052,303053,4,65,2005-01-01,6vdMPayKk8YJxxeNP5oMCb,"['dirty south rap', 'southern hip hop']",2005,South,00s
Rick Ross,Port Of Miami,Hustlin',3hQCHzkE5oSA3F1xM8bpcM,0.502,0.652,9,-7.224,1,0.3,0.0,0.0675,0.648,136.08,254093,4,65,2006-01-01,1sBkRIssrMs1AbVkOJbc7a,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",2006,South,00s
Petey Pablo,Still Writing In My Diary: 2nd Entry,Freek-A-Leek,4MeDnO5yA2Zi6IMlVApRci,0.756,0.691,2,-3.718,1,0.178,0.0,0.364,0.632,104.999,235187,4,63,2004-01-01,4Js9eYwAf9rypNtV8pNSw9,"['crunk', 'dirty south rap', 'north carolina hip hop', 'southern hip hop']",2004,South,00s
Jeezy,Let's Get It: Thug Motivation 101,Soul Survivor,0Ss50OU9tCozI7JIywkv14,0.682,0.483,10,-7.718,1,0.0451,0.0,0.159,0.108,84.012,280013,4,65,2005-01-01,4yBK75WVCQXej1p04GWqxH,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']",2005,South,00s
Mike Jones,Who Is Mike Jones?,Still Tippin' (feat. Slim Thug and Paul Wall),59rtiYOPgMEDf3yPEfU2la,0.86,0.861,6,-7.131,0,0.307,4.07e-05,0.113,0.79,143.184,271053,4,64,2005-04-19,07VmOvmuBp9G0gb8BTrpn0,['dirty south rap'],2005,South,00s
